datetime,open,high,low,close
2017-08-11 12:15:00,9754.25,9754.25,9727.8,9737.6
2017-08-11 13:15:00,9737.5,9743.4,9699.85,9702.05
2017-08-11 14:15:00,9704.4,9717.85,9687.3,9717.2
2017-08-11 15:15:00,9717.6,9722.3,9711.5,9712.95
2017-08-14 09:15:00,9769.15,9790.3,9759.15,9782.15
2017-08-14 10:15:00,9777.65,9791.05,9776.45,9784.0
2017-08-14 11:15:00,9783.8,9806.6,9783.8,9790.4
2017-08-14 12:15:00,9791.95,9803.05,9788.7,9802.65
2017-08-14 13:15:00,9805.25,9809.4,9794.95,9803.25
2017-08-14 14:15:00,9803.45,9815.05,9792.5,9796.85
2017-08-14 15:15:00,9795.15,9795.3,9782.05,9790.85
2017-08-16 09:15:00,9818.3,9824.05,9777.3,9790.15
2017-08-16 10:15:00,9790.45,9808.7,9790.45,9802.75
2017-08-16 11:15:00,9802.65,9814.25,9785.0,9810.5
2017-08-16 12:15:00,9809.35,9850.8,9808.8,9848.45
2017-08-16 13:15:00,9848.8,9876.8,9847.8,9866.65
2017-08-16 14:15:00,9865.1,9899.1,9860.9,9895.55
2017-08-16 15:15:00,9898.35,9901.1,9897.3,9900.65
2017-08-17 09:15:00,9908.6,9937.45,9905.55,9924.25
2017-08-17 10:15:00,9926.65,9939.7,9893.75,9893.75
2017-08-17 11:15:00,9894.65,9907.75,9886.5,9903.75
2017-08-17 12:15:00,9905.45,9938.6,9905.45,9938.6
2017-08-17 13:15:00,9933.65,9938.4,9915.75,9918.3
2017-08-17 14:15:00,9921.45,9936.2,9890.2,9890.2
2017-08-17 15:15:00,9888.8,9907.6,9888.8,9903.85
2017-08-18 09:15:00,9843.55,9854.95,9817.85,9843.95
2017-08-18 10:15:00,9843.5,9848.8,9836.85,9841.9
2017-08-18 11:15:00,9847.0,9849.25,9828.45,9835.0
2017-08-18 12:15:00,9832.1,9832.1,9798.35,9798.35
2017-08-18 13:15:00,9796.2,9822.3,9785.55,9822.3
2017-08-18 14:15:00,9822.85,9843.3,9802.7,9843.3
2017-08-18 15:15:00,9844.25,9844.9,9833.7,9834.45
2017-08-21 09:15:00,9864.25,9884.15,9846.95,9870.9
2017-08-21 10:15:00,9871.45,9874.75,9827.6,9850.75
2017-08-21 11:15:00,9850.7,9851.5,9819.95,9829.85
2017-08-21 12:15:00,9829.95,9833.05,9801.95,9808.3
2017-08-21 13:15:00,9808.05,9819.9,9783.1,9790.85
2017-08-21 14:15:00,9790.7,9800.4,9749.5,9754.4
2017-08-21 15:15:00,9754.9,9758.0,9740.25,9751.45
2017-08-22 09:15:00,9815.75,9828.35,9763.5,9765.8
2017-08-22 10:15:00,9766.15,9789.3,9752.85,9783.15
2017-08-22 11:15:00,9782.7,9801.0,9767.9,9795.0
2017-08-22 12:15:00,9794.95,9809.3,9778.25,9786.85
2017-08-22 13:15:00,9786.65,9800.75,9759.7,9762.2
2017-08-22 14:15:00,9762.15,9784.7,9756.45,9765.25
2017-08-22 15:15:00,9765.35,9777.05,9759.75,9775.1
2017-08-23 09:15:00,9803.05,9815.75,9786.8,9800.75
2017-08-23 10:15:00,9800.75,9809.95,9795.0,9805.8
2017-08-23 11:15:00,9805.7,9817.75,9796.25,9811.6
2017-08-23 12:15:00,9811.45,9820.75,9793.6,9802.5
2017-08-23 13:15:00,9802.75,9804.8,9792.6,9800.95
2017-08-23 14:15:00,9800.95,9857.75,9791.2,9854.6
2017-08-23 15:15:00,9853.7,9855.05,9847.4,9847.6
2017-08-24 09:15:00,9881.2,9881.2,9849.1,9859.7
2017-08-24 10:15:00,9860.5,9865.35,9850.15,9858.7
2017-08-24 11:15:00,9858.8,9866.2,9851.15,9851.9
2017-08-24 12:15:00,9852.15,9879.35,9849.7,9864.8
2017-08-24 13:15:00,9864.85,9869.85,9851.25,9862.6
2017-08-24 14:15:00,9862.6,9877.85,9856.4,9863.3
2017-08-24 15:15:00,9863.4,9868.55,9850.85,9865.7
2017-08-28 09:15:00,9907.15,9913.45,9882.0,9913.05
2017-08-28 10:15:00,9913.45,9915.95,9905.35,9909.55
2017-08-28 11:15:00,9909.55,9920.4,9903.0,9920.25
2017-08-28 12:15:00,9920.35,9925.6,9905.25,9908.2
2017-08-28 13:15:00,9908.15,9908.4,9892.95,9899.3
2017-08-28 14:15:00,9899.4,9916.25,9897.35,9915.4
2017-08-28 15:15:00,9915.8,9917.05,9911.1,9911.9
2017-08-29 09:15:00,9886.4,9886.4,9840.4,9840.4
2017-08-29 10:15:00,9840.2,9844.4,9822.1,9825.15
2017-08-29 11:15:00,9825.55,9846.9,9824.2,9841.65
2017-08-29 12:15:00,9841.7,9845.75,9815.6,9824.2
2017-08-29 13:15:00,9824.3,9824.3,9783.95,9797.7
2017-08-29 14:15:00,9797.85,9801.6,9784.35,9795.55
2017-08-29 15:15:00,9795.4,9800.45,9787.55,9793.0
2017-08-30 09:15:00,9859.5,9883.4,9850.8,9877.85
2017-08-30 10:15:00,9877.15,9882.2,9868.7,9878.0
2017-08-30 11:15:00,9878.05,9904.2,9877.9,9900.45
2017-08-30 12:15:00,9900.95,9909.45,9890.7,9891.3
2017-08-30 13:15:00,9891.6,9901.05,9888.6,9899.7
2017-08-30 14:15:00,9899.25,9900.4,9874.2,9882.15
2017-08-30 15:15:00,9882.5,9887.2,9879.4,9886.35
2017-08-31 09:15:00,9905.7,9905.7,9864.25,9871.35
2017-08-31 10:15:00,9871.35,9876.3,9862.95,9866.85
2017-08-31 11:15:00,9866.75,9886.4,9857.35,9886.2
2017-08-31 12:15:00,9886.65,9901.0,9872.45,9872.6
2017-08-31 13:15:00,9872.4,9887.2,9871.1,9885.75
2017-08-31 14:15:00,9886.2,9922.75,9882.5,9918.65
2017-08-31 15:15:00,9918.85,9924.8,9914.25,9915.8
2017-09-01 09:15:00,9937.65,9963.15,9910.3,9960.5
2017-09-01 10:15:00,9960.3,9963.8,9950.15,9953.3
2017-09-01 11:15:00,9953.0,9958.9,9950.25,9957.1
2017-09-01 12:15:00,9956.7,9964.45,9956.5,9961.2
2017-09-01 13:15:00,9961.85,9977.95,9958.8,9963.0
2017-09-01 14:15:00,9962.8,9983.25,9956.6,9978.8
2017-09-01 15:15:00,9978.75,9979.35,9967.95,9971.05
2017-09-04 09:15:00,9984.15,9984.15,9950.35,9955.75
2017-09-04 10:15:00,9955.55,9958.5,9936.35,9947.0
2017-09-04 11:15:00,9947.1,9947.9,9873.25,9881.15
2017-09-04 12:15:00,9881.4,9903.65,9861.3,9902.3
2017-09-04 13:15:00,9902.2,9906.2,9875.6,9896.75
2017-09-04 14:15:00,9896.65,9923.6,9893.6,9918.7
2017-09-04 15:15:00,9918.8,9919.25,9900.5,9904.35
2017-09-05 09:15:00,9933.25,9948.65,9913.0,9935.05
2017-09-05 10:15:00,9935.2,9945.6,9930.6,9942.0
2017-09-05 11:15:00,9942.0,9942.4,9917.85,9919.35
2017-09-05 12:15:00,9919.45,9926.25,9901.2,9924.6
2017-09-05 13:15:00,9924.55,9946.3,9920.6,9944.7
2017-09-05 14:15:00,9944.35,9963.05,9944.25,9955.0
2017-09-05 15:15:00,9955.25,9956.1,9944.45,9946.5
2017-09-06 09:15:00,9899.25,9911.7,9882.65,9900.05
2017-09-06 10:15:00,9899.85,9908.75,9892.2,9906.55
2017-09-06 11:15:00,9906.75,9916.5,9901.85,9907.95
2017-09-06 12:15:00,9908.4,9925.9,9906.1,9922.1
2017-09-06 13:15:00,9922.0,9931.45,9917.2,9925.2
2017-09-06 14:15:00,9925.2,9931.5,9910.9,9911.8
2017-09-06 15:15:00,9911.65,9917.35,9909.0,9915.15
2017-09-07 09:15:00,9945.85,9964.5,9939.0,9943.15
2017-09-07 10:15:00,9943.05,9950.85,9933.15,9934.7
2017-09-07 11:15:00,9934.55,9935.55,9917.35,9925.8
2017-09-07 12:15:00,9925.75,9931.95,9919.9,9925.65
2017-09-07 13:15:00,9925.3,9946.55,9921.45,9935.4
2017-09-07 14:15:00,9935.6,9945.8,9922.85,9934.75
2017-09-07 15:15:00,9935.5,9937.25,9921.25,9924.0
2017-09-08 09:15:00,9958.65,9963.6,9946.7,9956.75
2017-09-08 10:15:00,9956.75,9960.4,9929.35,9945.65
2017-09-08 11:15:00,9945.6,9949.3,9940.9,9945.85
2017-09-08 12:15:00,9946.0,9950.55,9915.35,9918.0
2017-09-08 13:15:00,9917.8,9938.6,9917.25,9929.75
2017-09-08 14:15:00,9930.1,9947.25,9913.45,9938.15
2017-09-08 15:15:00,9937.8,9938.45,9923.05,9924.4
2017-09-11 09:15:00,9971.75,9992.15,9971.75,9984.25
2017-09-11 10:15:00,9984.45,9988.55,9972.0,9983.9
2017-09-11 11:15:00,9984.15,10012.7,9983.2,10009.2
2017-09-11 12:15:00,10009.15,10013.5,10004.0,10010.7
2017-09-11 13:15:00,10010.95,10024.8,10008.65,10022.75
2017-09-11 14:15:00,10022.7,10028.35,10002.45,10007.85
2017-09-11 15:15:00,10007.2,10007.95,9999.2,10005.95
2017-09-12 09:15:00,10056.85,10056.85,10028.2,10037.95
2017-09-12 10:15:00,10037.55,10060.2,10037.55,10058.55
2017-09-12 11:15:00,10058.45,10063.8,10051.75,10059.7
2017-09-12 12:15:00,10060.0,10062.65,10051.0,10058.9
2017-09-12 13:15:00,10058.8,10068.85,10056.4,10068.85
2017-09-12 14:15:00,10068.85,10096.85,10062.3,10092.6
2017-09-12 15:15:00,10092.9,10096.1,10086.15,10087.6
2017-09-13 09:15:00,10099.25,10120.6,10084.35,10113.8
2017-09-13 10:15:00,10113.95,10117.2,10104.8,10108.2
2017-09-13 11:15:00,10108.35,10113.25,10099.45,10111.75
2017-09-13 12:15:00,10111.8,10127.8,10105.6,10124.65
2017-09-13 13:15:00,10124.9,10131.4,10118.25,10126.4
2017-09-13 14:15:00,10126.1,10126.75,10069.8,10069.8
2017-09-13 15:15:00,10069.9,10087.6,10063.7,10085.7
2017-09-14 09:15:00,10107.4,10126.3,10098.35,10119.35
2017-09-14 10:15:00,10118.5,10122.75,10086.3,10086.75
2017-09-14 11:15:00,10087.25,10094.2,10072.05,10076.95
2017-09-14 12:15:00,10076.85,10086.4,10075.8,10084.55
2017-09-14 13:15:00,10084.65,10085.1,10070.45,10076.1
2017-09-14 14:15:00,10076.35,10103.9,10074.35,10084.15
2017-09-14 15:15:00,10083.8,10088.6,10077.3,10087.0
2017-09-15 09:15:00,10062.35,10083.85,10044.8,10057.6
2017-09-15 10:15:00,10057.5,10067.15,10045.15,10045.15
2017-09-15 11:15:00,10045.2,10060.0,10043.7,10056.6
2017-09-15 12:15:00,10056.6,10065.4,10055.3,10063.55
2017-09-15 13:15:00,10063.55,10072.3,10048.8,10068.6
2017-09-15 14:15:00,10068.5,10114.75,10063.4,10085.4
2017-09-15 15:15:00,10085.2,10088.45,10076.8,10085.4
2017-09-18 09:15:00,10133.1,10167.05,10133.1,10159.0
2017-09-18 10:15:00,10158.85,10164.55,10153.45,10160.75
2017-09-18 11:15:00,10160.75,10166.1,10156.7,10162.15
2017-09-18 12:15:00,10162.1,10169.65,10158.15,10159.25
2017-09-18 13:15:00,10159.5,10171.5,10157.1,10170.25
2017-09-18 14:15:00,10170.35,10171.1,10149.45,10152.0
2017-09-18 15:15:00,10151.7,10157.4,10145.95,10154.4
2017-09-19 09:15:00,10175.6,10178.5,10140.25,10143.7
2017-09-19 10:15:00,10143.5,10147.6,10130.0,10145.45
2017-09-19 11:15:00,10145.45,10156.05,10144.85,10148.4
2017-09-19 12:15:00,10148.3,10153.85,10140.25,10148.65
2017-09-19 13:15:00,10148.45,10165.0,10145.25,10161.25
2017-09-19 14:15:00,10161.2,10164.2,10143.05,10147.85
2017-09-19 15:15:00,10147.8,10151.25,10144.45,10149.35
2017-09-20 09:15:00,10160.95,10170.05,10146.5,10152.15
2017-09-20 10:15:00,10152.2,10152.4,10137.85,10141.05
2017-09-20 11:15:00,10140.3,10147.95,10138.25,10144.7
2017-09-20 12:15:00,10144.7,10148.05,10141.05,10142.65
2017-09-20 13:15:00,10143.05,10152.05,10134.55,10147.2
2017-09-20 14:15:00,10147.05,10156.95,10140.35,10141.7
2017-09-20 15:15:00,10141.4,10143.15,10135.95,10139.55
2017-09-21 09:15:00,10139.6,10158.9,10079.15,10089.7
2017-09-21 10:15:00,10089.8,10097.75,10058.6,10095.4
2017-09-21 11:15:00,10095.85,10100.4,10084.0,10091.3
2017-09-21 12:15:00,10091.25,10108.1,10088.05,10093.85
2017-09-21 13:15:00,10094.2,10115.6,10093.1,10110.8
2017-09-21 14:15:00,10110.7,10140.8,10110.7,10123.55
2017-09-21 15:15:00,10125.45,10125.6,10117.25,10123.6
2017-09-22 09:15:00,10094.35,10094.35,10017.0,10017.85
2017-09-22 10:15:00,10018.0,10029.75,10006.75,10010.75
2017-09-22 11:15:00,10011.45,10020.65,10000.3,10012.4
2017-09-22 12:15:00,10012.3,10019.1,9992.25,10012.6
2017-09-22 13:15:00,10012.6,10015.3,9969.35,9981.6
2017-09-22 14:15:00,9981.35,9989.1,9963.0,9965.45
2017-09-22 15:15:00,9965.05,9966.5,9952.95,9963.6
2017-09-25 09:15:00,9960.1,9960.1,9855.5,9856.6
2017-09-25 10:15:00,9855.85,9893.65,9836.45,9873.05
2017-09-25 11:15:00,9872.9,9874.8,9853.5,9861.15
2017-09-25 12:15:00,9861.45,9874.45,9837.35,9848.05
2017-09-25 13:15:00,9848.15,9855.1,9816.4,9838.0
2017-09-25 14:15:00,9837.75,9876.85,9834.75,9876.15
2017-09-25 15:15:00,9876.0,9884.5,9874.15,9875.6
2017-09-26 09:15:00,9875.25,9885.45,9835.15,9839.3
2017-09-26 10:15:00,9839.55,9853.25,9813.2,9826.2
2017-09-26 11:15:00,9826.35,9850.75,9819.5,9846.9
2017-09-26 12:15:00,9847.25,9854.85,9836.5,9848.4
2017-09-26 13:15:00,9847.85,9876.9,9841.75,9870.85
2017-09-26 14:15:00,9870.8,9890.5,9863.0,9873.55
2017-09-26 15:15:00,9873.45,9873.95,9851.2,9855.25
2017-09-27 09:15:00,9920.6,9920.6,9836.85,9839.8
2017-09-27 10:15:00,9840.45,9847.4,9805.0,9828.05
2017-09-27 11:15:00,9828.65,9838.7,9814.35,9818.35
2017-09-27 12:15:00,9818.25,9820.9,9783.9,9797.4
2017-09-27 13:15:00,9797.45,9810.45,9777.55,9779.75
2017-09-27 14:15:00,9779.4,9786.7,9723.1,9726.6
2017-09-27 15:15:00,9726.4,9742.8,9714.9,9738.3
2017-09-28 09:15:00,9736.4,9751.05,9688.4,9745.25
2017-09-28 10:15:00,9745.6,9758.65,9729.7,9742.5
2017-09-28 11:15:00,9742.7,9754.0,9731.1,9738.2
2017-09-28 12:15:00,9738.15,9745.7,9703.65,9704.25
2017-09-28 13:15:00,9704.35,9749.85,9701.05,9745.0
2017-09-28 14:15:00,9745.1,9786.5,9730.05,9763.2
2017-09-28 15:15:00,9764.05,9771.45,9757.35,9760.2
2017-09-29 09:15:00,9814.3,9827.3,9796.05,9806.75
2017-09-29 10:15:00,9806.8,9820.95,9804.15,9816.2
2017-09-29 11:15:00,9816.45,9831.55,9811.75,9829.35
2017-09-29 12:15:00,9829.4,9838.85,9826.25,9834.35
2017-09-29 13:15:00,9834.15,9853.55,9832.35,9850.0
2017-09-29 14:15:00,9849.9,9851.9,9775.4,9784.7
2017-09-29 15:15:00,9784.15,9790.5,9777.7,9782.95
2017-10-03 09:15:00,9893.3,9893.3,9831.15,9839.5
2017-10-03 10:15:00,9839.55,9867.1,9833.2,9865.1
2017-10-03 11:15:00,9865.05,9870.6,9857.8,9860.6
2017-10-03 12:15:00,9860.0,9871.6,9851.25,9858.05
2017-10-03 13:15:00,9858.1,9860.3,9834.8,9848.7
2017-10-03 14:15:00,9847.45,9868.4,9845.85,9861.6
2017-10-03 15:15:00,9861.4,9862.6,9854.25,9854.75
2017-10-04 09:15:00,9884.35,9904.7,9850.95,9902.15
2017-10-04 10:15:00,9902.15,9915.95,9899.0,9913.65
2017-10-04 11:15:00,9913.85,9918.75,9909.5,9918.75
2017-10-04 12:15:00,9918.85,9924.45,9910.9,9918.7
2017-10-04 13:15:00,9918.75,9926.65,9905.0,9907.45
2017-10-04 14:15:00,9907.65,9937.95,9895.85,9911.05
2017-10-04 15:15:00,9911.0,9927.8,9904.95,9924.5
2017-10-05 09:15:00,9927.0,9945.85,9913.15,9936.45
2017-10-05 10:15:00,9936.5,9939.25,9898.7,9904.15
2017-10-05 11:15:00,9904.5,9910.6,9893.3,9897.35
2017-10-05 12:15:00,9897.45,9908.35,9895.45,9907.0
2017-10-05 13:15:00,9907.1,9922.55,9897.85,9909.0
2017-10-05 14:15:00,9908.95,9915.3,9881.95,9883.2
2017-10-05 15:15:00,9883.7,9888.85,9882.25,9887.1
2017-10-06 09:15:00,9908.15,9958.6,9907.65,9958.6
2017-10-06 10:15:00,9958.8,9967.65,9950.05,9965.05
2017-10-06 11:15:00,9965.25,9967.85,9955.4,9957.05
2017-10-06 12:15:00,9956.9,9963.4,9952.25,9956.7
2017-10-06 13:15:00,9956.45,9967.25,9947.9,9955.85
2017-10-06 14:15:00,9955.45,9983.45,9954.2,9983.0
2017-10-06 15:15:00,9982.95,9989.25,9982.9,9987.2
2017-10-09 09:15:00,9988.2,10015.65,9959.5,10002.45
2017-10-09 10:15:00,10002.15,10011.5,9988.0,9988.0
2017-10-09 11:15:00,9988.85,9995.1,9978.15,9983.2
2017-10-09 12:15:00,9982.85,9987.8,9970.75,9983.8
2017-10-09 13:15:00,9983.95,10002.15,9983.45,9994.05
2017-10-09 14:15:00,9993.9,10000.8,9983.15,9990.9
2017-10-09 15:15:00,9990.9,9991.9,9984.85,9987.95
2017-10-10 09:15:00,10013.7,10022.95,10004.7,10009.75
2017-10-10 10:15:00,10010.0,10027.45,10002.65,10026.9
2017-10-10 11:15:00,10027.0,10033.9,10011.3,10015.8
2017-10-10 12:15:00,10015.4,10020.65,10011.7,10019.35
2017-10-10 13:15:00,10019.25,10024.15,10002.35,10007.65
2017-10-10 14:15:00,10007.8,10026.25,10005.9,10017.9
2017-10-10 15:15:00,10018.1,10019.15,10010.05,10013.8
2017-10-11 09:15:00,10042.6,10066.3,10037.75,10061.55
2017-10-11 10:15:00,10061.45,10067.2,10054.2,10054.95
2017-10-11 11:15:00,10054.85,10059.5,10050.6,10057.45
2017-10-11 12:15:00,10057.45,10059.25,10051.55,10052.0
2017-10-11 13:15:00,10051.75,10052.75,9978.3,10001.75
2017-10-11 14:15:00,10001.3,10002.2,9955.85,9983.65
2017-10-11 15:15:00,9983.2,9984.95,9970.1,9970.1
2017-10-12 09:15:00,10011.2,10025.3,9977.1,10012.5
2017-10-12 10:15:00,10012.75,10031.8,10009.3,10022.2
2017-10-12 11:15:00,10021.95,10037.05,10020.55,10033.0
